price_source_id,rms_index,rms_type,name,unit,min_price,avg_price,max_price,region
00000000-0000-0000-0000-000000000001,"52335","ETO","Aplikator geowłókniny przyczepny - kpl.","m-g",13.8,15.05,16.41,Poland
00000000-0000-0000-0000-000000000001,"52314","ETO","Rozcielacz mas bitumicz.szer. 4 m (2)","m-g",187.5,260.52,304.79,Poland
00000000-0000-0000-0000-000000000001,"52317","ETO","Rozkładarka mas bitum.o szer.10,5 m (2)","m-g",280,362.7,399.92,Poland
00000000-0000-0000-0000-000000000001,"52511","ETO","Szczotka mechaniczna bez ci¥gnika","m-g",30,33.77,38.1,Poland
00000000-0000-0000-0000-000000000001,"52600","ETO","Piła spalinowa do cięcia nawierzchni z mas bitumicznych wraz z tarczą 11 kW (1)","m-g",59.28,72.65,82.07,Poland
00000000-0000-0000-0000-000000000001,"5320501","ETO","Króciec jednokołnierzowy F z żeliwa szarego fi 80mm, L=400mm","szt.",67.8,75.6,83.4,Poland
00000000-0000-0000-0000-000000000001,"5320502","ETO","Króciec jednokołnierzowy F z żeliwa szarego fi 100mm, L=400mm","szt.",371.14,400.7,430.25,Poland
00000000-0000-0000-0000-000000000001,"5432502","ETO","Rura betonowa kielichowa WIPRO fi 300mm","m.",66,197,409.5,Poland
00000000-0000-0000-0000-000000000001,"5432503","ETO","Rura betonowa kielichowa WIPRO fi 400mm","m.",66,243,420,Poland
00000000-0000-0000-0000-000000000001,"5630502","ETO","Rura z PVC kielichowa do wody, PN 1,0 MPa fi 90/4,3mm","m.",86.56,104.13,121.69,Poland
00000000-0000-0000-0000-000000000001,"5630506","ETO","Rura z PVC kielichowa do wody, PN 1,0 MPa fi 160/6,2mm","m.",0.58,110.79,219.99,Poland
00000000-0000-0000-0000-000000000001,"5630503","ETO","Rura z PVC kielichowa do wody, PN 1,0 MPa fi 110/4,2mm","m.",38.9,113.63,188.37,Poland
00000000-0000-0000-0000-000000000001,"5643204","ETO","Tuleja kołnierzowa z PE100, SDR 11 (bez luźnego kołnierza) fi 63mm","szt.",10.37,12.86,15.35,Poland
00000000-0000-0000-0000-000000000001,"5631108","ETO","Rura z polietylenu PE-HD typ 100, PN 1,6 MPa, SDR11, do wody fi 75/6,8mm","m.",20.81,129.91,239,Poland
00000000-0000-0000-0000-000000000001,"5631105","ETO","Rura z polietylenu PE-HD typ 100, PN 1,6 MPa, SDR11, do wody fi 40/3,7mm","m.",4.55,6.52,19.29,Poland
00000000-0000-0000-0000-000000000001,"5643203","ETO","Tuleja kołnierzowa z PE100, SDR 11 (bez luźnego kołnierza) fi 50mm","szt.",20.01,36.36,62.7,Poland
00000000-0000-0000-0000-000000000001,"5643201","ETO","Tuleja kołnierzowa z PE100, SDR 11 (bez luźnego kołnierza) fi 32mm","szt.",9.09,15.16,21.23,Poland
00000000-0000-0000-0000-000000000001,"5631107","ETO","Rura z polietylenu PE-HD typ 100, PN 1,6 MPa, SDR11, do wody fi 63/5,8mm","m.",32.2,32.46,32.72,Poland
00000000-0000-0000-0000-000000000001,"5631109","ETO","Rura z polietylenu PE-HD typ 100, PN 1,6 MPa, SDR11, do wody fi 90/8,2mm","m.",5.51,28.81,52.1,Poland
00000000-0000-0000-0000-000000000001,"5700401","ETO","Zawór przelotowy mosiężny, prosty fi 15mm","szt.",12.25,18.51,24.76,Poland
00000000-0000-0000-0000-000000000001,"5711400","ETO","Bateria wannowa ścienna, mosiężna, chromowana fi 20mm","szt.",69,380.9,990,Poland
00000000-0000-0000-0000-000000000001,"5711000","ETO","Bateria umywalkowa mosiężna, chromowana ze spustem otwieranym dźwignią i syfonem fi 15mm","szt.",78.99,78.99,78.99,Poland
00000000-0000-0000-0000-000000000001,"5720001","ETO","Kurek gazowy przelotowy, mosiężny fi 15mm","szt.",12.66,39.41,66.16,Poland
00000000-0000-0000-0000-000000000001,"6011125","ETO","Grzejnik dwupłytowy z blachy stalowej, lakierowany, z korkiem, odpowietrznikiem, wieszakami, z bocznym podłączeniem do instalacji (typu C 22) wys. 500 mm i dł. 1200 mm","kpl.",484.29,598.65,713,Poland
00000000-0000-0000-0000-000000000001,"612","ETO","montażyści gr.II","r-g",48,57,66,Poland
00000000-0000-0000-0000-000000000001,"613","ETO","montażyści gr.III","r-g",55,67.5,80,Poland
00000000-0000-0000-0000-000000000001,"6582220","ETO","Uszczelka gumowa do przewodów wentylacyjnych kołowych, średnica ponad 600 do 1200mm","szt.",2.03,18.32,34.61,Poland
00000000-0000-0000-0000-000000000001,"6582230","ETO","Uszczelka gumowa do przewodów wentylacyjnych kołowych, średnica ponad 1200 do 2500mm","szt.",15.99,20.99,25.99,Poland
00000000-0000-0000-0000-000000000001,"6582200","ETO","Uszczelka gumowa do przewodów wentylacyjnych kołowych, średnica do 300mm","szt.",2.34,9.72,17.1,Poland
00000000-0000-0000-0000-000000000001,"6582620","ETO","Uszczelka gumowa do przewodów wentylacyjnych prostokątnych obwód ponad 2500 do 4500mm","szt.",10.4,13.44,16.48,Poland
00000000-0000-0000-0000-000000000001,"6582630","ETO","Uszczelka gumowa do przewodów wentylacyjnych prostokątnych obwód ponad 4500 do 7200mm","szt.",6.18,11.09,16,Poland
00000000-0000-0000-0000-000000000001,"6760900","ETO","Taśma izolacyjna Denso","m2 ozn.",23.25,38.07,48.88,Poland
00000000-0000-0000-0000-000000000001,"6803599","ETO","kołki do wstrzeliwania","szt.",1.8,2.25,2.8,Poland
00000000-0000-0000-0000-000000000001,"6830100","ETO","Folia aluminiowa zwykła - szczeliwo","kg",21,77.67,272.25,Poland
00000000-0000-0000-0000-000000000001,"6831801","ETO","Sznur konopny, kręcony, czesankowy smołowany","kg",23.4,45.7,67.99,Poland
00000000-0000-0000-0000-000000000001,"6831800","ETO","Sznur konopny, kręcony, czesankowy surowy","kg",39.14,61.83,83.52,Poland
00000000-0000-0000-0000-000000000001,"6832006","ETO","Uszczelka gumowa płaska do połączeń kołnierzowych fi 150mm","szt.",2.15,4.59,7.02,Poland
00000000-0000-0000-0000-000000000001,"6832013","ETO","Uszczelka gumowa płaska do połączeń kołnierzowych fi 500mm","szt.",12.87,31.92,50.97,Poland
00000000-0000-0000-0000-000000000001,"6832014","ETO","Uszczelka gumowa płaska do połączeń kołnierzowych fi 600mm","szt.",2.16,66.74,198.7,Poland
00000000-0000-0000-0000-000000000001,"7052999","ETO","skrzynki lub rozdzielnice","szt.",180,225,280,Poland
00000000-0000-0000-0000-000000000001,"71230","ETO","nożyce do prętów","m-g",4.37,8.5,20.38,Poland
00000000-0000-0000-0000-000000000001,"71212","ETO","Gi©tarka do pr©t¢w, mechaniczna í do 40 mm","m-g",6.05,9.38,13.83,Poland
00000000-0000-0000-0000-000000000001,"71231","ETO","No¾yce elektryczne do pr©t¢w    í do 40 mm","m-g",5.19,8.92,16.46,Poland
00000000-0000-0000-0000-000000000001,"72111","ETO","Spawarka elektryczna wiruj¥ca 300 A","m-g",4.88,7.8,13,Poland
00000000-0000-0000-0000-000000000001,"72100","ETO","spawarka","m-g",4.26,8.37,18.17,Poland
00000000-0000-0000-0000-000000000001,"71251","ETO","Prociarka automatycz. do pr©t¢w í 4-10 mm","m-g",4.83,7.16,15.12,Poland
00000000-0000-0000-0000-000000000001,"72112","ETO","Spawarka elektryczna wiruj¥ca 500 A","m-g",4.59,7.34,11.89,Poland
00000000-0000-0000-0000-000000000001,"72181","ETO","Spawarka spalinowa 300 A","m-g",24,31.68,38,Poland
00000000-0000-0000-0000-000000000001,"72550","ETO","Zgrzewarka doczołowa do rur PE","m-g",4.58,65.99,124.08,Poland
00000000-0000-0000-0000-000000000001,"72311","ETO","Zestaw spawalniczy tlenowo-acetylenowy","m-g",5.5,7.79,10.5,Poland
00000000-0000-0000-0000-000000000001,"72542","ETO","Zgrzewarka do prętów stalowych - kpl.","m-g",5.62,6.1,7.18,Poland
00000000-0000-0000-0000-000000000001,"72570","ETO","Zgrzewarka do folii - kpl.","m-g",21.46,24.81,27.7,Poland
00000000-0000-0000-0000-000000000001,"72560","ETO","Zgrzewarka do zgrzew. elektroopor. rur PE","m-g",5.24,18.36,28.95,Poland
00000000-0000-0000-0000-000000000001,"7400101","ETO","Izolator liniowy nn stojący porcelanowy nieokuty N-95/2","szt.",50,75,100,Poland
00000000-0000-0000-0000-000000000001,"7400200","ETO","Izolator liniowy nn porcelanowy szpulowy S-80/2 z ramkami","szt.",77.24,86.62,95,Poland
00000000-0000-0000-0000-000000000001,"7400201","ETO","Izolator liniowy nn porcelanowy szpulowy S-115/2 z ramkami","szt.",153.42,153.42,153.42,Poland
00000000-0000-0000-0000-000000000001,"74510","ETO","Szlifierka do parkietu","m-g",7.35,10.96,21.13,Poland
00000000-0000-0000-0000-000000000001,"75230","ETO","Szlifierka - frezarka elektroniczna - kpl.","m-g",4.38,5.62,6.67,Poland
00000000-0000-0000-0000-000000000001,"75131","ETO","Szlifierka do lastryko 5-18 m2/h","m-g",5.62,10.01,22.51,Poland
00000000-0000-0000-0000-000000000001,"77161","ETO","Piaskarka do czyszczenia metali","m-g",3.88,6.31,20.38,Poland
00000000-0000-0000-0000-000000000001,"76810","ETO","Pompa spryskiwacza - kpl.","m-g",4.22,4.89,5.64,Poland
00000000-0000-0000-0000-000000000001,"8300010","ETO","Zawias podpór typu ZP-30 ocynkowane","szt.",238.12,265.5,292.89,Poland
00000000-0000-0000-0000-000000000001,"8190601","ETO","Słupek betonowy, oznaczeniowy pomiarowy SO","szt.",26.69,106.97,187.26,Poland
00000000-0000-0000-0000-000000000001,"8300001","ETO","Nasada podpory typu NP/O","szt.",11,348,590,Poland
00000000-0000-0000-0000-000000000001,"81124","ETO","Zesp¢ł pr¥dotw¢rczy 3-faz.przewo«. 38,0kVA","m-g",26.5,37.92,49.05,Poland
00000000-0000-0000-0000-000000000001,"81122","ETO","Zespół prądotwórczy trójfazowy, przewoźny 10 kVA","m-g",19.81,24.98,31.29,Poland
00000000-0000-0000-0000-000000000001,"8300101","ETO","Rozpórka typu RS-15","szt.",333.34,525.17,717,Poland
00000000-0000-0000-0000-000000000001,"83112","ETO","Spr©¾arka pow.przew.spalin.  10 m3/min (1)","m-g",59.7,97.82,157.19,Poland
00000000-0000-0000-0000-000000000001,"83111","ETO","Spr©¾arka pow.przew.spalin. 4-5 m3/min (1)","m-g",44.5,69.42,90.51,Poland
00000000-0000-0000-0000-000000000001,"83121","ETO","Spr©¾arka pow.przew.elektr. 4-5 m3/min (1)","m-g",50,68.59,80.94,Poland
00000000-0000-0000-0000-000000000001,"999","ETO","Robocizna ogólna","r-g",43.54,51.86,65.47,Poland
00000000-0000-0000-0000-000000000001,"84021","ETO","Wentylator spalinowy do 20000 m3/h","m-g",7.15,8.7,10.26,Poland
